Title,Note,URL,Tags,Comment
Horseshoe Holler Horse Camp,"Elaine s went liked it 
Haul 1 mile to story creek camp to ride 12 miles spring trail",https://www.google.com/maps/place/Horseshoe+Holler+Horse+Camp/data=!4m2!3m1!1s0x87d0af7b33d7d281:0x57b889605165dccd,,
Sugar Ridge Ranch OBX,,https://www.google.com/maps/place/Sugar+Ridge+Ranch+OBX/data=!4m2!3m1!1s0x89a43335172d7c75:0x480876f62c244fbd,,
310 W 4000 N,Ears the place horse motel ,https://www.google.com/maps/place/310+W+4000+N/data=!4m2!3m1!1s0x5353bb6aa7073199:0xa4ee3b40040541e3,,
Cabela's,Horse overnight ,https://www.google.com/maps/place/Cabela's/data=!4m2!3m1!1s0x8786116df8d3b3e7:0x77e794c4ed37ecb6,,
Charming Corrals,Horse hotel stayed on the way to WY ,https://www.google.com/maps/place/Charming+Corrals/data=!4m2!3m1!1s0x87f0570d141095b7:0xb31b9a85731fb601,,
Hell’s A-Roarin’ Outfitters,,https://www.google.com/maps/place/Hell%E2%80%99s+A-Roarin%E2%80%99+Outfitters/data=!4m2!3m1!1s0x534fd0280c940049:0xe0a506aaa9951034,,
Yellowstone Outfitters,,https://www.google.com/maps/place/Yellowstone+Outfitters/data=!4m2!3m1!1s0x87567225aa304bdf:0x8afee4f53279acea,,
Headquarters Lake Equestrian State Forest Campground and Trail Camp,Beautiful and can ride to Lake Superior,https://www.google.com/maps/place/Headquarters+Lake+Equestrian+State+Forest+Campground+and+Trail+Camp/data=!4m2!3m1!1s0x4d4919335750f98d:0x6109e0a8e4f80fad,,
Teton Canyon Campground,,https://www.google.com/maps/place/Teton+Canyon+Campground/data=!4m2!3m1!1s0x5353aef354b19f95:0xb2880e28ccd8c1b9,,
Swan Lake Campsites 2-4,,https://www.google.com/maps/place/Swan+Lake+Campsites+2-4/data=!4m2!3m1!1s0x4d4e9db74e9a926d:0xdb7fc9d764d58038,,
Turpin Meadow Campground,"RV Size Accommodations for Turpin Meadow Campgroun
Site #	Size (in feet)	Notes
1	36'	 
2	66'	Pull Through
3	32'	 
4	32'	 
5	32'	 
6	66'	Pull Through
7	32'	 
8	32'	 
9	32'	Hitch Post
10	36'	Pull Through, Hitch Post
11	32'	 
12	28'	 
13	32'	 
14	32'	 
15	28'	 
16	28'	 
17	30'	Pull Through
18	28'	 

General Notes:
Overview and Layout of Turpin Meadow Campground and Trailhead",https://www.google.com/maps/place/Turpin+Meadow+Campground/data=!4m2!3m1!1s0x53526471ca2f2a81:0xbf12ff0d7df04415,,
Eagle Creek Campground,Good corrals,https://www.google.com/maps/place/Eagle+Creek+Campground/data=!4m2!3m1!1s0x534e75c133144cfd:0x4841c69defa9d24a,,
River Road Equestrian Campground,,https://www.google.com/maps/place/River+Road+Equestrian+Campground/data=!4m2!3m1!1s0x4d5431a2a1112029:0xa8b65c464fde07c9,,
Iron Creek Camp Ground,Take American center rd only other is too tight. Check for tunnels on route ,https://www.google.com/maps/place/Iron+Creek+Camp+Ground/data=!4m2!3m1!1s0x877d358fba946f21:0xd8cd56e6dfe3f26f,,
Boulder Lake Campground,,https://www.google.com/maps/place/Boulder+Lake+Campground/data=!4m2!3m1!1s0x8757888b7262e71b:0x61605aaa4dcf0ad2,,
Big Sandy Campground,,https://www.google.com/maps/place/Big+Sandy+Campground/data=!4m2!3m1!1s0x8759cbf1dc56a4e5:0x683bdcb4a786d236,,
Alkali Creek Campground,Nice corrals ,https://www.google.com/maps/place/Alkali+Creek+Campground/data=!4m2!3m1!1s0x532d5aeec3766461:0x1472c0da2577a55d,,
Sundance Horse Camp,Good camp w water and corrals ,https://www.google.com/maps/place/Sundance+Horse+Camp/data=!4m2!3m1!1s0x5332e6c5e3bda2bd:0x78d9cc541afd8929,,
Sequoia National Park,Wolverton horse camp looks amazing has horse pens ,https://www.google.com/maps/place/Sequoia+National+Park/data=!4m2!3m1!1s0x80bffb7d2d196579:0x440adff99f1ef464,,
Tamarack Horse Campground,,https://www.google.com/maps/place/Tamarack+Horse+Campground/data=!4m2!3m1!1s0x52ade52ebdd5e893:0xfdfef61722fc8701,,
Teton County Fairgrounds,,https://www.google.com/maps/place/Teton+County+Fairgrounds/data=!4m2!3m1!1s0x5353a35e295ec69d:0x9bc587c4c015e2d8,,
Broken Arrow Campground,Have to haul out all rides,https://www.google.com/maps/place/Broken+Arrow+Campground/data=!4m2!3m1!1s0x877d2cad18831685:0x76391504b10ff654,,
Cottonwood Guest Ranch,,https://www.google.com/maps/place/Cottonwood+Guest+Ranch/data=!4m2!3m1!1s0x80a845a36a806d51:0x196253cf6bec2a3c,,
Hamic Ranch,Looks perfect ,https://www.google.com/maps/place/Hamic+Ranch/data=!4m2!3m1!1s0x534ecddb2cd5e61d:0x1ab8bb20b71ded31,,
TC Horse Camp,,https://www.google.com/maps/place/TC+Horse+Camp/data=!4m2!3m1!1s0x8762d380dde14155:0xda47fd98d61af82b,,
Aspen Meadows Ranch Horsecamp,,https://www.google.com/maps/place/Aspen+Meadows+Ranch+Horsecamp/data=!4m2!3m1!1s0x8762d3f5f096b33d:0xf262548f48e19013,,
FARMLANE CAMPGROUND,,https://www.google.com/maps/place/FARMLANE+CAMPGROUND/data=!4m2!3m1!1s0x883cd24b914d6f79:0xc17a8e848e2813e1,,
Hobby Horse Overnight Stables,,https://www.google.com/maps/place/Hobby+Horse+Overnight+Stables/data=!4m2!3m1!1s0x87861191ada65fef:0x8dbf68fc5fb20173,,
Diamond B Overnight Horse Motel,,https://www.google.com/maps/place/Diamond+B+Overnight+Horse+Motel/data=!4m2!3m1!1s0x879751d9e7cb614f:0xb02f66a4c520dffb,,
Hunter Trailhead,Camping here ,https://www.google.com/maps/place/Hunter+Trailhead/data=!4m2!3m1!1s0x534a7dfb4c52ed51:0xe09ad5cf95436cdf,,
Ten Sleep RV Park,,https://www.google.com/maps/place/Ten+Sleep+RV+Park/data=!4m2!3m1!1s0x534ae3daa555e533:0x991894efe176d5dc,,
French Creek Trailhead,Beautiful ,https://www.google.com/maps/place/French+Creek+Trailhead/data=!4m2!3m1!1s0x877d2c1f563b6661:0xcd0e9ff69608c0bf,,
Equestrian Campground Rd,Scouts trail went. Looks good. Fill tanks on way in.,https://www.google.com/maps/place/Equestrian+Campground+Rd/data=!4m2!3m1!1s0x80ca649f2d20d4f7:0xab43ba95d6f2a629,,
Hapi Trails,Access to Tetons. Rv Hookups ,https://www.google.com/maps/place/Hapi+Trails/data=!4m2!3m1!1s0x5353a12899218f93:0x51fe98721e24f42c,,
Crystal Creek Campground,,https://www.google.com/maps/place/Crystal+Creek+Campground/data=!4m2!3m1!1s0x5352f06c4fe2a207:0xaca7844b6d37886c,,
Valle Vidal,,https://www.google.com/maps/place/Valle+Vidal/data=!4m2!3m1!1s0x87173bb46f6fc085:0x7b14fc407fb7a57f,,
Shaker Village of Pleasant Hill,,https://www.google.com/maps/place/Shaker+Village+of+Pleasant+Hill/data=!4m2!3m1!1s0x884288f9b4bc7af9:0x4a1186d129866663,,
Fort Custer Equestrian Camp & Trailhead,,https://www.google.com/maps/place/Fort+Custer+Equestrian+Camp+%26+Trailhead/data=!4m2!3m1!1s0x88178d10b330c17d:0x65634bb1056736bb,,
Heaven On Earth Ranch,Came from Anna and Ashlyn ,https://www.google.com/maps/place/Heaven+On+Earth+Ranch/data=!4m2!3m1!1s0x5343a2747b5dccad:0xeac07769221b4203,,
The Bunkhouse Cabin,Good layover ,https://www.google.com/maps/place/The+Bunkhouse+Cabin/data=!4m2!3m1!1s0x8739d37d08c02ee1:0x1077419cceff97e5,,
Courthouse Rock Campground,Sites 5&6 have shelters require reservations. Bring water,https://www.google.com/maps/place/Courthouse+Rock+Campground/data=!4m2!3m1!1s0x874871b7cfebaf3d:0xe8d9812843dc6ddf,,
Ute Lodge,,https://www.google.com/maps/place/Ute+Lodge/data=!4m2!3m1!1s0x8743da2c78eed24b:0x797db85daf50090c,,
Ferne Clyffe State Park Horse Camp,,https://www.google.com/maps/place/Ferne+Clyffe+State+Park+Horse+Camp/data=!4m2!3m1!1s0x8877456b81c1a56b:0xc742301df145c638,,
Froggy's River Resort,,https://www.google.com/maps/place/Froggy's+River+Resort/data=!4m2!3m1!1s0x87dacf0bcc8b4271:0xa8388481c8b20a4a,,
Coldwater Ranch,,https://www.google.com/maps/place/Coldwater+Ranch/data=!4m2!3m1!1s0x87d0af39f01a9735:0x52dcc1bd780e3e89,,
Reinmakers Equestrian Park,,https://www.google.com/maps/place/Reinmakers+Equestrian+Park/data=!4m2!3m1!1s0x80ca4f83c9418703:0xe35b9997b987a38d,,
Rocking Dd Horse Ranch and Boarding Facility,Granite mountain is a good ride ,https://www.google.com/maps/place/Rocking+Dd+Horse+Ranch+and+Boarding+Facility/data=!4m2!3m1!1s0x872d2347b62f0bbb:0x44deb55ed5d28d4b,,
The Diamond P Ranch,Near Yellowstone ,https://www.google.com/maps/place/The+Diamond+P+Ranch/data=!4m2!3m1!1s0x5351b0311277ca49:0xa34715d2461ff6ac,,
354 Eli Ford Rd,Horse hotel H&J Mountain View ranch ,https://www.google.com/maps/place/354+Eli+Ford+Rd/data=!4m2!3m1!1s0x885df9c74baa3177:0xc694400e77baf765,,
Kalama Horse Camp Campground,,https://www.google.com/maps/place/Kalama+Horse+Camp+Campground/data=!4m2!3m1!1s0x5494274a15b3a27d:0x40844a7c49e7d440,,
"Hay Creek Ranch, AZ – Horse Camp",Wow!!!!,"https://www.google.com/maps/place/Hay+Creek+Ranch,+AZ+%E2%80%93+Horse+Camp/data=!4m2!3m1!1s0x86d63d6724d669ed:0x7cd0698bfa59b911",,
Tasha Equestrian Campground,,https://www.google.com/maps/place/Tasha+Equestrian+Campground/data=!4m2!3m1!1s0x874bb2797abd335b:0x692bc29a7cbe0f76,,
Lockwood Park & Trailside Equestrian Centre,Good in winter ,https://www.google.com/maps/place/Lockwood+Park+%26+Trailside+Equestrian+Centre/data=!4m2!3m1!1s0x8808942f078b3ac5:0xd14a62b03de5ffc3,,
Gunsight Point,Can boondock here and ride the rim take BLM road 1048 ,https://www.google.com/maps/place/Gunsight+Point/data=!4m2!3m1!1s0x8734b34bda12f8c3:0xb8a1ea9c93ef922f,,
Big Texan RV Ranch,,https://www.google.com/maps/place/Big+Texan+RV+Ranch/data=!4m2!3m1!1s0x870148e91a6ba359:0x8af3077152a47071,,
Haven at Box Canyon,,https://www.google.com/maps/place/Haven+at+Box+Canyon/data=!4m2!3m1!1s0x87adc5fd4bc779bb:0xd6cfcd4ebf1e4439,,
Robbers Cave Stables,,https://www.google.com/maps/place/Robbers+Cave+Stables/data=!4m2!3m1!1s0x87b5737786728c71:0x431a99657c7b532d,,
Horse Heaven,,https://www.google.com/maps/place/Horse+Heaven/data=!4m2!3m1!1s0x87caa2f695a315bf:0x838a230addb475fd,,
Summer Sage Stables,,https://www.google.com/maps/place/Summer+Sage+Stables/data=!4m2!3m1!1s0x872d8c258b9bb9f1:0x736d69eacbff673f,,
MCS Stables,,https://www.google.com/maps/place/MCS+Stables/data=!4m2!3m1!1s0x872d852b5a7585cf:0x31007f446fc92f44,,
"Resumidero Campground, Santa Fe National Forest, Coyote Ranger District",,"https://www.google.com/maps/place/Resumidero+Campground,+Santa+Fe+National+Forest,+Coyote+Ranger+District/data=!4m2!3m1!1s0x873d4d642842375d:0x73e6997ddadd11f2",,
Triple M Stable LLC Bob,Horse overnight ,https://www.google.com/maps/place/Triple+M+Stable+LLC+Bob/data=!4m2!3m1!1s0x87938193e7c2ff25:0x9f1bb4d2160bd9ee,,
HQH Overnight Stables,Horse overnight ,https://www.google.com/maps/place/HQH+Overnight+Stables/data=!4m2!3m1!1s0x877132893b5a3651:0xcc8cac2280000097,,
Iron Saddle Ranch,"Layover, tack store, food ",https://www.google.com/maps/place/Iron+Saddle+Ranch/data=!4m2!3m1!1s0x8876a7867f278ad5:0xe9a4607d8f2d33e3,,
Saul's Creek Stables,Good layover large corrals with shade ,https://www.google.com/maps/place/Saul's+Creek+Stables/data=!4m2!3m1!1s0x873c2662aeff4fa9:0x7c657d5d9d2af822,,
D bar D Ranch,Swim with horses ,https://www.google.com/maps/place/D+bar+D+Ranch/data=!4m2!3m1!1s0x881ed9c307095315:0x660815bdfe5d673b,,
Saddle Peak Trail Rides,,https://www.google.com/maps/place/Saddle+Peak+Trail+Rides/data=!4m2!3m1!1s0x537129c4e7a1eb41:0x9b4a3101400d4e30,,
Buck Creek Ranch Campground,,https://www.google.com/maps/place/Buck+Creek+Ranch+Campground/data=!4m2!3m1!1s0x8870979a5fec7951:0xc912e33d27f5625a,,
Matthiessen State Park Horse Campground,,https://www.google.com/maps/place/Matthiessen+State+Park+Horse+Campground/data=!4m2!3m1!1s0x88095993dd74c52d:0x6cdfdd86505c93e5,,
Falling Water Horse Camp,Tiny pens for horses,https://www.google.com/maps/place/Falling+Water+Horse+Camp/data=!4m2!3m1!1s0x87cdcfdecd523257:0x575d9d4b6fbb4e8d,,
Puncheon Camp Knob,,https://www.google.com/maps/place/Puncheon+Camp+Knob/data=!4m2!3m1!1s0x885d0b2d148d52c3:0xa4ce7d0549d7f88f,,
Casto Canyon Trailhead,,https://www.google.com/maps/place/Casto+Canyon+Trailhead/data=!4m2!3m1!1s0x87355f4c9ed1b45f:0xbdf4ce8f8f2effde,,
Gunslinger Gulch Guest Ranch,1823 filmed here,https://www.google.com/maps/place/Gunslinger+Gulch+Guest+Ranch/data=!4m2!3m1!1s0x535b91d397449559:0x1457b18dde4fdd99,,
Buck Run Horse Campground LLC,,https://www.google.com/maps/place/Buck+Run+Horse+Campground+LLC/data=!4m2!3m1!1s0x885d8344e79c795b:0x3d28993f39196b23,,
Quiet Woods green river stables,,https://www.google.com/maps/place/Quiet+Woods+green+river+stables/data=!4m2!3m1!1s0x8868740f672d17c7:0xb9b6d4cbdc97059f,,
Lazy Horse Ranch,,https://www.google.com/maps/place/Lazy+Horse+Ranch/data=!4m2!3m1!1s0x86d7661ef3315ab7:0xd7fc9c3cc7ce9b2d,,
79 Gaskin Mine Rd,"Buck creek ranch 
No stalls-rent corrals ",https://www.google.com/maps/place/79+Gaskin+Mine+Rd/data=!4m2!3m1!1s0x887096c77749312d:0x9ec12c9665804a3,,
Tar Hollow State Park,,https://www.google.com/maps/place/Tar+Hollow+State+Park/data=!4m2!3m1!1s0x8847a327e909e489:0x9a7f8de5f4884d7f,,
Elkhorn Ranch,,https://www.google.com/maps/place/Elkhorn+Ranch/data=!4m2!3m1!1s0x53503c6cbf503a79:0x1f0e70a96a7f4b2a,,
Covered Wagon Ranch,,https://www.google.com/maps/place/Covered+Wagon+Ranch/data=!4m2!3m1!1s0x53503c3e388aaa61:0xc871850e67610297,,
"Spur of the Moment Ranch, LLC",,"https://www.google.com/maps/place/Spur+of+the+Moment+Ranch,+LLC/data=!4m2!3m1!1s0x4d5347ffa062ecd1:0x40d7f164f1abc932",,
Lake Glendale Stables & Equestrian Center,,https://www.google.com/maps/place/Lake+Glendale+Stables+%26+Equestrian+Center/data=!4m2!3m1!1s0x8870af762fa18d8b:0x4d0bac5f20094b1d,,
Paria River Ranch,,https://www.google.com/maps/place/Paria+River+Ranch/data=!4m2!3m1!1s0x8734f9a9092e4e5d:0x91e79e786f118e40,,
Frank Russell Campground,,https://www.google.com/maps/place/Frank+Russell+Campground/data=!4m2!3m1!1s0x87ddbbd9dc18de95:0x443a669c57aa9842,,
Phantom Ranch,,https://www.google.com/maps/place/Phantom+Ranch/data=!4m2!3m1!1s0x873311a0814cef0f:0xce7cf77591d7d380,,
Honey Creek Horse Camp,Do not come in from the east on the gravel road.,https://www.google.com/maps/place/Honey+Creek+Horse+Camp/data=!4m2!3m1!1s0x885d9ebb3e135821:0x6b5633882c18848,,
High Country Horse Campground,,https://www.google.com/maps/place/High+Country+Horse+Campground/data=!4m2!3m1!1s0x8851cbc608acb34d:0x9f5ec4cdb03cb1be,,
926 Fletcher Rd,Badlands horse camp,https://www.google.com/maps/place/926+Fletcher+Rd/data=!4m2!3m1!1s0x88611cfcad8f54b1:0x92c760cc7385127d,,
Bandy Creek Campground,Rode here horse camp split from people camp,https://www.google.com/maps/place/Bandy+Creek+Campground/data=!4m2!3m1!1s0x885d9dfef1a4f4f3:0x14104b04964027cc,,
The Bolo Club,,https://www.google.com/maps/place/The+Bolo+Club/data=!4m2!3m1!1s0x88619843f8bebab9:0xac809ef8e0b7d78b,,
North Fork River Ranch,,https://www.google.com/maps/place/North+Fork+River+Ranch/data=!4m2!3m1!1s0x87d03f5a0da0e02d:0x1149b8b259a6e73e,,
Gum Springs Horse Campground,,https://www.google.com/maps/place/Gum+Springs+Horse+Campground/data=!4m2!3m1!1s0x86306b33e6739e11:0xefa225918a3d497e,,
Warden Station Horse Camp,,https://www.google.com/maps/place/Warden+Station+Horse+Camp/data=!4m2!3m1!1s0x888aff1575fc0941:0xbbd53f9d1b6ef131,,
Threemile Creek,Horse poor 4 ever has more info,https://www.google.com/maps/place/Threemile+Creek/data=!4m2!3m1!1s0x876b014b581b558f:0xa4c719d85557aa4,,
Cedar Island RV Park,Has stables for horses,https://www.google.com/maps/place/Cedar+Island+RV+Park/data=!4m2!3m1!1s0x89a605b2af36328f:0xf2b1d769861a9e,,
Assateague Island,Equestrian camping on beach ,https://www.google.com/maps/place/Assateague+Island/data=!4m2!3m1!1s0x89b93900de9c6899:0xb294ae606bf26aa8,,
Horse Camp Campground,,https://www.google.com/maps/place/Horse+Camp+Campground/data=!4m2!3m1!1s0x8095656dec40132d:0xf8ab0263d49c2da7,,
French Creek Camping Area,Don’t go. Bad fire 2018 and is very barren,https://www.google.com/maps/place/French+Creek+Camping+Area/data=!4m2!3m1!1s0x877d1d651730c001:0x12e8f4fe8cde01e3,,
La Riviere Park,Open for camping,https://www.google.com/maps/place/La+Riviere+Park/data=!4m2!3m1!1s0x87fc84d0841e6b67:0x7ed5b246841f677c,,
Inlet Point Plantation,,https://www.google.com/maps/place/Inlet+Point+Plantation/data=!4m2!3m1!1s0x890086fc9d4ea025:0x5b4209b061c4d099,,
Theodore Roosevelt National Park,Horse camp in park ,https://www.google.com/maps/place/Theodore+Roosevelt+National+Park/data=!4m2!3m1!1s0x5325e7fef776fe93:0x95612e77b99cc4ab,,
King’s Guest Ranch LLC,,https://www.google.com/maps/place/King%E2%80%99s+Guest+Ranch+LLC/data=!4m2!3m1!1s0x5325ed9746ae260b:0x5f6e559e20664adf,,
Sully Creek State Park,,https://www.google.com/maps/place/Sully+Creek+State+Park/data=!4m2!3m1!1s0x5325e97b076a701d:0x69838789a7ffeb2d,,
Bar X Ranch,,https://www.google.com/maps/place/Bar+X+Ranch/data=!4m2!3m1!1s0x5325c492d6c6ed85:0x40896524fc282526,,
Hungry Horse Ln,"They don't advertise nor are they on FB. Their numbers are 276-620-9195 and 276-699-6315 Riverside Dr Ivanhoe, VA (off SR-94)",https://www.google.com/maps/place/Hungry+Horse+Ln/data=!4m2!3m1!1s0x89b4364552ec51bd:0x8fd10b1651916bd5,,
Boston Mountain Horse Camp,Patti said not good,https://www.google.com/maps/place/Boston+Mountain+Horse+Camp/data=!4m2!3m1!1s0x87cdd95c9a3bbf29:0x67f4101594b8b92c,,
Broyhill Equestrian Preserve,,https://www.google.com/maps/place/Broyhill+Equestrian+Preserve/data=!4m2!3m1!1s0x8850eff796e1f493:0xcf1adcd2c7e51dc6,,
Ocean Acres Horse Hotel Bed & Breakfast,,https://www.google.com/maps/place/Ocean+Acres+Horse+Hotel+Bed+%26+Breakfast/data=!4m2!3m1!1s0x54924ffa11fff97d:0x901f945980541da9,,
Turtle Lake Campground,,https://www.google.com/maps/place/Turtle+Lake+Campground/data=!4m2!3m1!1s0x881e406cfe21135b:0xcaaea333e2f6e5c,,
Horse Campground,,https://www.google.com/maps/place/Horse+Campground/data=!4m2!3m1!1s0x886cfc26082a6783:0x3b3b646ee8e5944c,,
Little Elden Springs Horse Camp,,https://www.google.com/maps/place/Little+Elden+Springs+Horse+Camp/data=!4m2!3m1!1s0x872d8985a15abf39:0xd9d211317327e166,,
